발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2019,2019010508,주,토,1,1,0,1,0,대구,동구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타,기타,화물차,화물차,1103506,1772775,128.6476351,35.94620162
2019,2019010517,주,토,1,1,0,1,0,전남,순천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1004320,1657059,127.5472889,34.90829133
2019,2019010604,야,일,1,0,0,0,0,전북,완주군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,960550,1755323,127.0634238,35.79354629
2019,2019010605,야,일,1,1,1,0,0,인천,남동구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,931877,1939094,126.7298258,37.44852515
2019,2019010612,주,일,1,0,0,0,0,대구,달성군,차대차,측면충돌,측면충돌,과속,교차로,교차로내,이륜차,특수차,1084705,1737537,128.4354742,35.63034132
2019,2019010614,주,일,1,3,2,1,0,강원,횡성군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1066853,1953784,128.2571537,37.5810167
2019,2019010615,주,일,1,0,0,0,0,충북,보은군,차량단독,전도,전도,안전운전 의무 불이행,단일로,교량위,원동기장치자전거,없음,1017598,1827505,127.6963653,36.4449532
2019,2019010615,주,일,1,2,1,1,0,전남,나주시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,승용차,926228,1664316,126.6918482,34.97105161
2019,2019010618,야,일,1,0,0,0,0,전북,김제시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,945487,1756823,126.8966329,35.80634913
2019,2019010620,야,일,1,0,0,0,0,인천,연수구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,925018,1934089,126.6527963,37.40288538
2019,2019010621,야,일,1,1,0,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1042457,1934873,127.9797729,37.41201406
2019,2019010705,야,월,1,0,0,0,0,경남,거제시,차대차,기타,기타,신호위반,교차로,교차로내,승합차,이륜차,1102904,1655374,128.6261355,34.88788951
2019,2019010705,야,월,1,0,0,0,0,대구,수성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1102978,1764773,128.6407459,35.87412514
2019,2019010709,주,월,1,0,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,925174,1844871,126.6634165,36.59873562
2019,2019010718,야,월,1,0,0,0,0,대전,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,991972,1812502,127.4105752,36.3098236
2019,2019010718,야,월,1,0,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,943285,1960805,126.857114,37.64497706
2019,2019010720,야,월,1,1,0,1,0,경기,이천시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,994132,1914752,127.4338485,37.2315996
2019,2019010802,야,화,1,0,0,0,0,경남,진주시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1068093,1688498,128.2479322,35.18948797
2019,2019010804,야,화,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,944117,1950716,126.867315,37.5540963
2019,2019010805,야,화,1,0,0,0,0,인천,부평구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,이륜차,930598,1943828,126.714921,37.49109694
2019,2019010814,주,화,1,0,0,0,0,부산,수영구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1146737,1684266,129.1107814,35.14292906
2019,2019010814,주,화,1,0,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,자전거,건설기계,936240,1883160,126.7839265,36.94467969
2019,2019010816,주,화,1,0,0,0,0,경기,김포시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,920942,1965678,126.6033438,37.68724216
2019,2019010817,주,화,1,0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,1166863,1716084,129.3380881,35.42654748
2019,2019010818,야,화,1,0,0,0,0,경기,평택시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,966062,1888130,127.1186172,36.99102781
2019,2019010818,야,화,1,0,0,0,0,경기,양평군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1011257,1945204,127.6273662,37.50603969
2019,2019010818,야,화,1,1,0,1,0,경남,양산시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1150501,1712700,129.1572979,35.39865608
2019,2019010819,야,화,1,0,0,0,0,충남,홍성군,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,923456.9,1844009.9,126.6443063,36.59083734
2019,2019010821,야,화,1,1,0,0,1,경기,안성시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,977126,1890491,127.2428773,37.01264499
2019,2019010906,주,수,1,0,0,0,0,충남,공주시,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,968625,1845362,127.1491814,36.60558189
2019,2019010918,야,수,1,1,1,0,0,경기,화성시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,947643,1903886,126.9105416,37.13220475
2019,2019011001,야,목,1,3,2,1,0,경기,용인시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,976942,1916502,127.2400081,37.24710726
2019,2019011005,야,목,1,0,0,0,0,경북,경산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,교량위,승용차,보행자,1119461,1768698,128.8238856,35.90763144
2019,2019011008,주,목,1,0,0,0,0,충남,아산시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,955469,1875543,127.0003218,36.87712412
2019,2019011012,주,목,1,0,0,0,0,경북,영덕군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1170204,1846026,129.4028186,36.59689091
2019,2019011014,주,목,1,0,0,0,0,경북,예천군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,1081892,1849125,128.4160289,36.63649988
2019,2019011015,주,목,1,0,0,0,0,전남,장흥군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,자전거,승용차,945922,1631896,126.9096681,34.67995747
2019,2019011016,주,목,1,0,0,0,0,경남,사천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,1042788,1671675,127.9691231,35.03919313
2019,2019011018,야,목,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,945089,1955328,126.8779733,37.5957228
2019,2019011020,야,목,1,0,0,0,0,충북,충주시,차대차,기타,기타,과속,기타,기타,승용차,승용차,1024453,1884972,127.7746929,36.96285504
2019,2019011020,야,목,1,2,2,0,0,경북,상주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,1070921,1820243,128.2906685,36.37702882
2019,2019011023,야,목,1,0,0,0,0,충남,당진시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,특수차,936193,1883223,126.7833933,36.94524438
2019,2019011105,야,금,1,1,0,1,0,경북,영천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,화물차,1136134,1769168,129.0086849,35.90968858
2019,2019011106,주,금,1,1,0,1,0,경기,양주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승용차,960065,1979081,127.0463113,37.81058245
2019,2019011107,주,금,1,0,0,0,0,경기,광주시,차대사람,차도통행중,차도통행중,보행자 보호의무 위반,교차로,교차로부근,화물차,보행자,978091,1932576,127.252489,37.39202376
2019,2019011108,주,금,1,0,0,0,0,경기,고양시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,승용차,보행자,941778,1961232,126.8399986,37.64873122
2019,2019011114,주,금,1,0,0,0,0,충북,진천군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,원동기장치자전거,995009,1887832,127.4439144,36.9889409
2019,2019011115,주,금,1,0,0,0,0,충남,논산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,964618,1804504,127.1062422,36.23710288
2019,2019011117,주,금,2,0,0,0,0,제주,서귀포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,893272.3,1477578,126.3538391,33.28431752
2019,2019011122,야,금,1,1,0,1,0,경북,칠곡군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,승용차,1081444,1771617,128.4029323,35.93785191
2019,2019011123,야,금,1,0,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,967247.9,1867785.8,127.1328233,36.80767918
2019,2019011205,야,토,2,4,4,0,0,대구,달성군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,승합차,1087747,1744593,128.4698345,35.69368672
2019,2019011205,야,토,1,0,0,0,0,경기,의정부시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,958946,1970050,127.03411,37.72913682
2019,2019011206,주,토,1,0,0,0,0,경기,부천시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,자전거,936229,1944288,126.7785744,37.49564901
2019,2019011207,주,토,1,2,2,0,0,강원,원주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,화물차,1037934,1928867,127.9283553,37.3580748
2019,2019011209,주,토,1,0,0,0,0,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,건설기계,942707,1957621,126.8508122,37.61624415
2019,2019011211,주,토,1,0,0,0,0,경북,안동시,차대사람,길가장자리구역통행중,길가장자리구역통행중,과속,단일로,기타단일로,승용차,보행자,1102900,1831884,128.6486792,36.47906348
2019,2019011212,주,토,1,4,3,1,0,경기,광주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,건설기계,승용차,983163.9,1930523.7,127.3098451,37.37363081
2019,2019011220,야,토,1,0,0,0,0,경기,화성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,950255.1,1910792.6,126.9394889,37.19460169
2019,2019011220,야,토,1,3,0,3,0,경기,화성시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,929015,1905987,126.7006362,37.14991348
2019,2019011221,야,토,1,0,0,0,0,경기,김포시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,929352,1958474,126.6994163,37.62300243
2019,2019011222,야,토,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,931188,1934117,126.7225009,37.40361669
2019,2019011305,야,일,1,0,0,0,0,충북,충주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1026097,1886722,127.793221,36.97858601
2019,2019011305,야,일,1,7,4,3,0,경기,하남시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,977000,1943223,127.2398318,37.48796582
2019,2019011307,주,일,1,0,0,0,0,충남,금산군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1006132,1782333,127.5680694,36.03784361
2019,2019011308,주,일,1,0,0,0,0,경기,김포시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,특수차,934451,1958140,126.7572236,37.62037005
2019,2019011311,주,일,1,0,0,0,0,충남,서산시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,자전거,없음,917076,1864287,126.5707848,36.77307616
2019,2019011311,주,일,1,0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,982680,1951727,127.303881,37.56474126
2019,2019011317,주,일,1,0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,929603.8,1944143.3,126.7036453,37.49386341
2019,2019011318,야,일,1,0,0,0,0,전남,진도군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,884420,1610799,126.2412704,34.48464995
2019,2019011321,야,일,1,0,0,0,0,인천,중구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,922818.9,1939755,126.6273592,37.45377086
2019,2019011400,야,월,1,1,1,0,0,경기,시흥시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,936954,1938048,126.7873097,37.43945759
2019,2019011404,야,월,1,0,0,0,0,경북,문경시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,1061602,1844465,128.1887123,36.59602187
2019,2019011405,야,월,1,1,1,0,0,충북,영동군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,1030312.9,1807702.6,127.8374699,36.26611192
2019,2019011405,야,월,2,2,2,0,0,경북,김천시,차대차,추돌,추돌,기타,단일로,고가도로위,화물차,화물차,1060789,1795019,128.175757,36.15033079
2019,2019011407,주,월,1,0,0,0,0,경기,김포시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,이륜차,건설기계,932481,1958782,126.7348428,37.62601356
2019,2019011407,주,월,1,0,0,0,0,대전,대덕구,차대차,기타,기타,신호위반,교차로,교차로부근,화물차,자전거,990556,1826775,127.3946289,36.43848705
2019,2019011411,주,월,1,0,0,0,0,강원,삼척시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1147537,1939338,129.1677949,37.44146514
2019,2019011411,주,월,1,0,0,0,0,전남,순천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,998380,1667505,127.4822464,35.00249613
2019,2019011414,주,월,1,0,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,963968,1793003,127.0995369,36.13339224
2019,2019011415,주,월,1,0,0,0,0,강원,횡성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1060272,1935236,128.1811046,37.41429755
2019,2019011417,주,월,1,0,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,945828,1943562,126.8872128,37.48971867
2019,2019011417,주,월,1,0,0,0,0,경북,영덕군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1161420,1824701,129.3002066,36.40626468
2019,2019011419,야,월,1,0,0,0,0,충남,서천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타,기타,농기계,없음,936403,1797589,126.7928221,36.17331917
2019,2019011502,야,화,2,0,0,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,954298,1892940,126.98613,37.03388705
2019,2019011504,야,화,1,0,0,0,0,대전,동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,994663,1814573,127.4405364,36.32851328
2019,2019011507,주,화,1,0,0,0,0,경기,광명시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,이륜차,943570,1942189,126.8617773,37.4772084
2019,2019011515,주,화,1,0,0,0,0,강원,홍천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1025134,1959264,127.784857,37.63249516
2019,2019011521,야,화,1,2,0,2,0,경기,화성시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,승용차,954991,1907917,126.9930229,37.16892205
2019,2019011522,야,화,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,996951,1849998,127.465889,36.64788688
2019,2019011523,야,화,1,0,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,971956,1873268,127.1854017,36.85724998
2019,2019011604,야,수,1,0,0,0,0,서울,성동구,차량단독,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,957987,1949576,127.0244051,37.54455817
2019,2019011604,야,수,1,2,0,2,0,부산,기장군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1149079,1708176,129.1408188,35.35809431
2019,2019011606,주,수,1,1,0,1,0,경기,김포시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,937092,1954932,126.7874241,37.59164155
2019,2019011609,주,수,1,0,0,0,0,전남,영암군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,918662,1652304,126.6101429,34.86216591
2019,2019011609,주,수,1,0,0,0,0,경기,고양시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,934208,1964188,126.7539251,37.67486135
2019,2019011611,주,수,1,0,0,0,0,전남,진도군,차량단독,기타,기타,기타,단일로,기타단일로,화물차,없음,871662.9,1604886.2,126.1032614,34.42983297
2019,2019011614,주,수,1,0,0,0,0,인천,중구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,920566,1939920,126.601872,37.45506713
2019,2019011619,야,수,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1105124,1701654,128.6563023,35.3048978
2019,2019011620,야,수,1,0,0,0,0,경남,고성군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1071503,1660131,128.2829388,34.93347972
2019,2019011621,야,수,1,4,0,3,1,전남,화순군,차량단독,도로이탈,도로이탈 추락,과속,단일로,기타단일로,승용차,없음,966462.9,1667079.5,127.1324861,34.99810421
2019,2019011622,야,수,1,0,0,0,0,서울,강남구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961407,1945530,127.0633317,37.50823968
2019,2019011622,야,수,1,2,2,0,0,제주,제주시,차대사람,기타,기타,과속,교차로,교차로내,승용차,보행자,910936,1502096,126.5410808,33.50703839
2019,2019011705,야,목,1,0,0,0,0,서울,강동구,차대사람,횡단중,횡단중,과속,교차로,교차로횡단보도내,승용차,보행자,969058,1948101,127.1497905,37.5317016
2019,2019011705,야,목,1,0,0,0,0,충남,아산시,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,960348,1871841,127.0552604,36.8439705
2019,2019011705,야,목,1,0,0,0,0,인천,남동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,929950,1939510,126.7080022,37.45213053
2019,2019011707,주,목,1,0,0,0,0,경남,고성군,차대사람,보도통행중,보도통행중,신호위반,교차로,교차로횡단보도내,승용차,보행자,1062683,1667382,128.1869142,34.9994448
2019,2019011708,주,목,1,1,1,0,0,경기,여주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1002496.5,1913374.8,127.5281391,37.21920053
2019,2019011708,주,목,1,0,0,0,0,인천,강화군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,905336,1979044,126.424629,37.80621407
2019,2019011711,주,목,1,4,2,2,0,서울,동작구,차대차,추돌,추돌,과속,교차로,교차로내,승용차,승용차,953853,1942637,126.9780449,37.48181733
2019,2019011711,주,목,1,0,0,0,0,경기,동두천시,차대사람,기타,기타,중앙선 침범,교차로,교차로부근,승용차,보행자,961406,1992675,127.0608188,37.93316058
2019,2019011713,주,목,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,932283,1912968,126.7368014,37.21307817
2019,2019011718,야,목,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964710,1928239,127.1015303,37.35251856
2019,2019011800,야,금,1,0,0,0,0,서울,구로구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,943085,1943620,126.8561816,37.49007643
2019,2019011805,야,금,1,0,0,0,0,부산,금정구,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,1144773,1696993,129.0914661,35.25793054
2019,2019011805,야,금,1,0,0,0,0,부산,사하구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,1134539,1679615,128.9761645,35.1027096
2019,2019011806,주,금,1,0,0,0,0,인천,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,926485,1955479,126.6672316,37.59578496
2019,2019011807,주,금,1,0,0,0,0,경기,이천시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,자전거,승용차,1000545,1915827,127.5061447,37.24130804
2019,2019011810,주,금,1,2,0,2,0,서울,도봉구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,958964,1959934,127.034884,37.63796123
2019,2019011810,주,금,1,0,0,0,0,충북,충주시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,원동기장치자전거,1037991,1884737,127.926757,36.96028751
2019,2019011812,주,금,1,0,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,안전거리 미확보,교차로,교차로부근,이륜차,승용차,962344.2,1801428,127.0810862,36.20928566
