관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,관리기관전화번호,위도,경도,데이터기준일자
세종특별자치시,,세종특별자치시 조치원읍 교리26-2,다목적,1,130,원리 조치원역주차장입구,30,044-300-2454,36.6027739,127.2965099,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 145,다목적,2,"130,130",서창리 고려연립(현대아파트102동뒤),30,044-300-2454,36.606808,127.295914,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 23-12,다목적,2,"130,130",교리 홍익제원한약방앞,30,044-300-2454,36.602823,127.299033,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 90-4,다목적,2,"130,130",번암리 주공아파트 정문,30,044-300-2454,36.5861956,127.2946772,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 166-1,다목적,2,"130,130",원리 성산건설기계앞,30,044-300-2454,36.598009,127.297338,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 행복1길 2,세종특별자치시 조치원읍 침산리 262-1,다목적,2,"130,130",침산리 선우빌딩(짱노래방앞),30,044-300-2454,36.603664,127.291459,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 충현로 191,세종특별자치시 조치원읍 서창리 7-2,다목적,1,130,침산리 세종세무서 조치원민원실 앞,30,044-300-2454,36.605422,127.294101,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 행복12길 9-12,세종특별자치시 조치원읍 침산리 259-1,다목적,2,"130,130",침산리 퍼스트빌원룸앞,30,044-300-2454,36.6046579,127.2933348,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 6,다목적,1,130,신흥리 신흥사입구앞,30,044-300-2454,36.598554,127.293771,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 24-3,다목적,1,130,교리 세종우체국앞,30,044-300-2454,36.6022415,127.2980078,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 8-10,다목적,1,200,원리 NH농협조치원지점주차장입구,30,044-300-2454,36.6013731,127.2985986,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 15-2,다목적,2,"200,300",교리 IBK기업은행조치원지점앞,30,044-300-2454,36.603245,127.297847,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 평리 12,다목적,1,200,평리 세종시립의원입구,30,044-300-2454,36.6071668,127.2996968,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 20-1,다목적,1,200,교리 제1호어린이공원(마을회관놀이터),30,044-300-2454,36.603061,127.300245,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 264-5,다목적,1,200,침산리 제13호어린이공원(마을회관놀이터),30,044-300-2454,36.60447,127.291885,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 62-24,다목적,2,"130,130",남리 새내4길-장안길교차사거리주택가,30,044-300-2454,36.597428,127.300516,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 219-2,다목적,2,"130,130",신안리 한국여인생활사박물관앞,30,044-300-2454,36.62954,127.287454,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 157,다목적,2,"130,130",원리 삼일아파트101동뒤,30,044-300-2454,36.5956284,127.2972619,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 상리 28-1,다목적,2,"130,130",상1리 마을회관앞,30,044-300-2454,36.603269,127.303709,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 행복5길 7,세종특별자치시 조치원읍 침산리 251-11,다목적,2,"130,130",침산리 티나어린이집앞,30,044-300-2454,36.604734,127.29111,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 명리 52-9,다목적,1,200,명리 명리마을회관옆,30,044-300-2454,36.599871,127.303936,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 봉산리 339,다목적,3,"200,200,200",봉산리 마을입구(오봉로),30,044-300-2454,36.598805,127.27597,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 320-6,다목적,2,"200,200",신안리 해피네스트 앞,30,044-300-2454,36.6185089,127.2900945,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 평리 52-5,다목적,4,"200,200,200,200",평리 동방빌라옆사거리,30,044-300-2454,36.6046442,127.3019431,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 봉산리 162-3,다목적,3,"200,200,200",봉산1리 마을회관삼거리,30,044-300-2454,36.606941,127.277957,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 239-10,다목적,3,"200,200,200",서창리 GS25고대원룸점앞(두진아파트3동옆),30,044-300-2454,36.607822,127.285572,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 문화4길 12,세종특별자치시 조치원읍 침산리 282-12,다목적,4,"200,200,200,200",침산리 세종시교육연구원앞,30,044-300-2454,36.60021,127.288125,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 문화3길 1,세종특별자치시 조치원읍 침산리 284-6,다목적,3,"200,200,200",침산리 문화1길-문화2길교차지점삼거리,30,044-300-2454,36.599453,127.289552,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 장안1길 11 (청송아파트),세종특별자치시 조치원읍 남리 377,다목적,2,"200,200",남리 유명어린이집앞(청솔아파트후문옆),30,044-300-2454,36.5962041,127.3026685,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 봉산로 6,세종특별자치시 조치원읍 봉산리 188-1,다목적,3,"200,200,200",봉산리 마을길합류지점,30,044-300-2454,36.605907,127.281814,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 새주막3길 1,세종특별자치시 조치원읍 서창리 42-242,다목적,3,"200,200,200",서창리 새주막3길,30,044-300-2454,36.6131668,127.2948195,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 496,다목적,3,"200,200,200",신안리 CU세종홍익대정문점,30,044-300-2454,36.622978,127.290389,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 조치원로 45-11,세종특별자치시 조치원읍 상리 123,다목적,3,"200,200,200",상리 지구촌교회앞,30,044-300-2454,36.602508,127.30217,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 392-3,다목적,5,"200,200,200,200,200",신안리 GS25홍대은하점앞,30,044-300-2454,36.61459,127.290387,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 392-3,다목적,3,"200,200,200",신안리 신안골분식 앞,30,044-300-2454,36.615616,127.288354,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 154-9,다목적,2,"200,200",원리 조치원어린이집앞,30,044-300-2454,36.597317,127.297466,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 154-9,다목적,1,200,남리 목공인테리어앞,30,044-300-2454,36.596437,127.297647,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 행복13길 5,세종특별자치시 조치원읍 침산리 259-5,다목적,3,"200,200,200",침산리 로뎀빌라앞주차장내,30,044-300-2454,36.604003,127.293839,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 으뜸길 215,세종특별자치시 조치원읍 원리 132-1,다목적,3,"200,300,200",원리 지하차도(욱일아파트방향),30,044-300-2454,36.6037983,127.2962198,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 으뜸길 215,세종특별자치시 조치원읍 원리 132-1,다목적,3,"200,300,200",원리 지하차도(법원방향),30,044-300-2454,36.603741,127.296243,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 157,다목적,4,"200,200,200,200",침산리 굴다리 서측출구 앞(굴다리건강원),30,044-300-2454,36.5969854,127.2963317,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리123,다목적,4,"200,200,200,200",신흥리 조치원청사앞사거리,30,044-300-2454,36.592517,127.293545,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 11-30,다목적,3,"200,200,200",신흥리 신흥맨션입구사거리(대동초뒤편),30,044-300-2454,36.597449,127.293352,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 21-18,다목적,2,"200,200",남리 대흥빌딩옆,30,044-300-2454,36.5980571,127.3017377,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 87-14,다목적,4,"200,200,200,200",침산리 욱일아파트105동맞은편주택촌(침산8길25주택앞),30,044-300-2454,36.600849,127.29169,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 144-12,다목적,3,"200,200,200",침산리 조치원역 뒤편 자전거보관소 맞은편,30,044-300-2454,36.601126,127.294863,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 2-5,다목적,2,"200,200",원리 행운여관골목,30,044-300-2454,36.602387,127.299691,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 330-1,다목적,2,"200,200",조치원 산림조합뒤골목삼거리,30,044-300-2454,36.597745,127.289826,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 91-2,다목적,3,"200,200,200",서창리 세종고등학교입구삼거리,30,044-300-2454,36.610604,127.296749,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 13-2,다목적,4,"200,200,200,200",교리 권투체육관사거리,30,044-300-2454,36.603044,127.297097,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 78-2,다목적,3,"200,200,200",신흥리 이룸빌라앞,30,044-300-2454,36.595128,127.294801,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 141-59,다목적,2,"200,200",원리 조치원지하차도철길옆(교리사거리방향),30,044-300-2454,36.603648,127.296071,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 88-6,다목적,4,"200,200,200,200",신흥리 신흥사거리신공인중개사사무소앞,30,044-300-2454,36.595485,127.291134,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 107-1,다목적,4,"200,200,200,200",번암리 홈플러스앞사거리(세종시장애인복지관입구),30,044-300-2454,36.585996,127.296209,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리105-2,다목적,4,"200,200,200,200",서창리 성하바이크샵앞,30,044-300-2454,36.607408,127.296958,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 원마루길 3,세종특별자치시 조치원읍 서창리279,다목적,2,"200,200",서창리 서창슈퍼앞,30,044-300-2454,36.609338,127.290394,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 충현로 218,세종특별자치시 조치원읍 서창리 73-2,다목적,3,"200,200,200",서창리 약산쌈밥,30,044-300-2454,36.607933,127.293749,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 136-3,다목적,2,"200,200",신안리 시그마마트앞,30,044-300-2454,36.625477,127.288059,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 섭골길 59,세종특별자치시 조치원읍 신안리 542,다목적,3,"200,200,200",신안리 이편한세상후문삼거리,30,044-300-2454,36.614505,127.282405,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 127-2,다목적,3,"200,200,200",신안리 홍익대정문버스정류장,30,044-300-2454,36.621838,127.290578,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 봉산리 89-4,다목적,4,"200,200,200,200",봉산리 연이회선과장 앞 도로,30,044-300-2454,36.600659,127.276175,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 493-5,다목적,3,"200,200,200",신안리 홍익대문정도서관입구,30,044-300-2454,36.6243737,127.2865678,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 돌마루5길 24,세종특별자치시 조치원읍 서창리 290-1,다목적,3,"200,200,200",서창리 예쁜어린이집앞,30,044-300-2454,36.6074648,127.2923571,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 명리 12-2,다목적,4,"200,200,200,200",명리 축산농협뒤,30,044-300-2454,36.6001122,127.3019147,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 490,다목적,4,"200,200,200,200",남리 세븐일레븐편의점앞,30,044-300-2454,36.596604,127.299655,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 13,다목적,3,"200,200,200",원리 대도헬스피아앞,30,044-300-2454,36.6020473,127.3005099,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 487,다목적,3,"200,200,200",원리 영락교회앞,30,044-300-2454,36.598375,127.304415,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 침천길 31,세종특별자치시 조치원읍 침산리 167-37,다목적,2,"200,200",침산리 용성빌라인근,30,044-300-2454,36.598403,127.2960589,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 244-2,다목적,3,"200,200,200",죽림리 게이트볼장옆삼거리,30,044-300-2454,36.5928868,127.3006491,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 돌마루길 17,세종특별자치시 조치원읍 서창리 142-28,다목적,1,200,서창리 서창2리마을회관,30,044-300-2454,36.605587,127.291438,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 501-4,다목적,1,200,신안리 세종젊은교회앞,30,044-300-2454,36.617272,127.28648,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 충현로 159 (욱일아파트),세종특별자치시 조치원읍 침산리 욱일아파트 파리바게트 앞,다목적,1,200,침산리 욱일아파트파리바게트앞,30,044-300-2454,36.603493,127.292663,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 봉산로 14,세종특별자치시 조치원읍 서창리 158-5,다목적,1,200,서창리 세종여고앞,30,044-300-2454,36.606509,127.288798,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리 359-1,다목적,1,200,신안리 세종e편한세상아파트입구삼거리,30,044-300-2454,36.614995,127.287884,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 내창1길 4,세종특별자치시 조치원읍 서창리 179-1,다목적,1,200,서창리 한마음마트앞,30,044-300-2454,36.60865,127.289506,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 충현로 202-2,세종특별자치시 조치원읍 침산리 침산리 3-1,다목적,1,200,침산리 지하철포교앞,30,044-300-2454,36.606087,127.287036,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 봉산로 28,세종특별자치시 조치원읍 서창리 136-1,다목적,1,200,서창리 수지빌입구고려대산책로,30,044-300-2454,36.606087,127.287036,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 177-15,다목적,1,200,서창리 호연빌리지입구(건설현장앞),30,044-300-2454,36.607573,127.289243,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 행복9길 8,세종특별자치시 조치원읍 침산리 268-1,다목적,1,200,침산리 조치원소방서맞은편(SG골프옆),30,044-300-2454,36.603886,127.289859,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 193-3,다목적,1,200,서창리 조치원성결교회(돌마루3길),30,044-300-2454,36.606697,127.292936,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 수원지길 67,세종특별자치시 조치원읍 평리 15-14,다목적,4,"200,200,200,200",평리 조치원 청소년수련관 앞,30,044-300-2454,36.6057666,127.3013001,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 수원지3길 17,세종특별자치시 조치원읍 교리 4-6,다목적,4,"200,200,200,200",교리 제일아파트가동사거리,30,044-300-2454,36.6052993,127.3007611,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 새내14길 97,세종특별자치시 조치원읍 평리 81-1,다목적,4,"200,200,200,200",평리 공영주차장옆삼거리,30,044-300-2454,36.6042155,127.302864,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 상리 115-3,다목적,4,"200,200,200,200",평리 세종장애인생산품판매시설앞사거리,30,044-300-2454,36.6035759,127.3013243,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 새내12길 68,세종특별자치시 조치원읍 상리 115,다목적,4,"200,200,200,200",상리 세종지구촌교회입구옆사거리,30,044-300-2454,36.602847,127.301795,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 원리 141-54,다목적,4,"200,200,200,200",원리 조치원역전광장앞삼거리,30,044-300-2454,36.600828,127.296822,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 253-27,다목적,2,"200,200",신흥3리 마을회관 앞,30,044-300-2454,36.595669,127.28941,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 큰말길 13,세종특별자치시 조치원읍 신흥리 261,다목적,3,"200,200,200",신흥리 골목집 앞,30,044-300-2454,36.596166,127.28969,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 177-1,다목적,3,"200,200,200",신흥리 농협하나로마트 주차장 앞,30,044-300-2454,36.592752,127.28645,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 384,다목적,3,"200,200,200",조치원죽림푸르지오 이레마트 앞,30,044-300-2454,36.591065,127.29519,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 206-10,다목적,3,"200,200,200",죽림1리 버스정류장 앞,30,044-300-2454,36.590575,127.299,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 90-11,다목적,4,"200,200,200,200",번암1리 사무소 앞(어린이공원),30,044-300-2454,36.585503,127.294788,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 160-14,다목적,3,"200,200,200",번암4거리 앞,30,044-300-2454,36.582998,127.292822,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 문화7길 13,세종특별자치시 조치원읍 침산리 279-16,다목적,2,"200,200",침산4리 문화7길 공영주차장 앞,30,044-300-2454,36.601779,127.287828,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 47-3,다목적,2,"200,300",서창1리 동방전기 앞,30,044-300-2454,36.612058,127.295071,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 섭골길 37,세종특별자치시 조치원읍 서창리 207,다목적,3,"200,399,300",서창2리 중앙장례식장 옆,30,044-300-2454,36.614054,127.28919,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 신안새동네길 26-14,세종특별자치시 조치원읍 신안리 385-11,다목적,1,200,신안1리 일신유니빌 아파트 뒤,30,044-300-2454,36.615392,127.291298,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 50-12,다목적,3,"200,399,300",죽림4리 복지회관 앞,30,044-300-2454,36.593809,127.296615,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 164,다목적,4,"200,399,399,300",죽림1리 삼정하이츠상가 앞 사거리,30,044-300-2454,36.590722,127.296592,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 섭골길 37,세종특별자치시 조치원읍 서창리 207,다목적,3,"200,399,300",침산리 욱일아파트 남문,30,044-300-2454,36.601496,127.293263,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 151,다목적,2,"200,399",서창2리 서창빌라 앞,30,044-300-2454,36.607528,127.290253,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 새내로 197-7,세종특별자치시 조치원읍 서창리 93-15,다목적,2,"200,399",서창1리 현대자동차서비스센터 옆,30,044-300-2454,36.609544,127.295852,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 새내로 236,세종특별자치시 조치원읍 서창리 273,다목적,2,"200,399",서창1리 은성교회 앞,30,044-300-2454,36.612038,127.296436,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 39-50,다목적,2,"200,399",번암1리 조천벚꽃길 입구,30,044-300-2454,36.586086,127.299117,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리248,다목적,2,"130,200",침산리 신봉초정문옆,30,044-300-2454,36.603064,127.288561,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 60-2,다목적,2,"200,200",침산리 신봉초후문옆,30,044-300-2454,36.6034086,127.2874727,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 27-1,다목적,3,"200,200,200",교리 교동초주차장입구,30,044-300-2454,36.604976,127.298057,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 1-14,다목적,2,"200,300",교리 조치원여중후문옆(조치원장로교회맞은편),30,044-300-2454,36.606757,127.298684,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 명리 86,다목적,2,"200,200",명리 세종국민체육센터주차장입구앞,30,044-300-2454,36.599966,127.304459,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 76-4,다목적,2,"130,130",신흥리 대동초정문옆,30,044-300-2454,36.595602,127.293506,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 63-4,다목적,3,"130,130,130",남리 성모유치원정문옆,30,044-300-2454,36.598444,127.300413,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 장안로 56,세종특별자치시 조치원읍 남리 361,다목적,3,"130,200,200",남리 근로복지공단어린이집입구삼거리,30,044-300-2454,36.596804,127.301328,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 132,다목적,1,130,죽림리 죽림어린이집옆,30,044-300-2454,36.590438,127.292767,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 362,다목적,2,"130,130",남리 공원옆,30,044-300-2454,36.596655,127.3018052,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 평리 9-4,다목적,2,"130,130",평리 조치원수원지옆,30,044-300-2454,36.606153,127.300447,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 68-10,다목적,2,"130,130",죽림리 우방아파트108동맞은놀이터내,30,044-300-2454,36.594286,127.295185,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 279-7,다목적,2,"130,130",침산리 스위트파크옆삼거리,30,044-300-2454,36.601489,127.289212,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 명리 85,다목적,2,"200,200",명리 명동초후문옆,30,044-300-2454,36.601706,127.304936,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 269-12,다목적,2,"130,130",침산리 LG베스트샵조치원점옆,30,044-300-2454,36.603257,127.290349,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 44,다목적,2,"130,130",신흥리 대동초후문옆,30,044-300-2454,36.5969944,127.2935592,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 20-1,다목적,2,"130,130",교리 제1호어린이공원내(YWCA어린이집),30,044-300-2454,36.603048,127.30024,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 번암리 209-4,다목적,2,"130,130",번암리 미동어린이집앞,30,044-300-2454,36.58305,127.291729,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 봉산리 산20-11,다목적,2,"130,130",봉산리 오봉산입구옆,30,044-300-2454,36.604034,127.27523,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 상리 95-2,다목적,1,200,상리 조치원공영버스터미널주차장입구옆,30,044-300-2454,36.601274,127.302428,2021-01-01
세종특별자치시,세종특별자치시 조치원읍 허만석로 98,세종특별자치시 조치원읍 죽림리 303,다목적,1,200,죽림리 조치원체육공원놀이터앞,30,044-300-2454,36.590731,127.300981,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 명리 24,다목적,1,200,명리 명동초정문옆,30,044-300-2454,36.600842,127.303868,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 53,다목적,2,"130,130",교리 하늘비젼교회앞(교동초맞은편),30,044-300-2454,36.605429,127.297272,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리 69-7,다목적,2,"200,200",신흥1리사무소앞(대동초뒷골목)옆,30,044-300-2454,36.596971,127.291431,2021-01-01
세종특별자치시,,충청북도 청주시 오송읍 서평리 693-45,다목적,4,"200,200,200,200",번암리 연꽃공원내,30,044-300-2454,36.5858369,127.3002997,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신흥리,다목적,4,"200,200,200,200",신흥리 신흥어린이공원내,30,044-300-2454,36.593214,127.288295,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 죽림리 399,다목적,2,"200,200",죽림리 자이아파트어린이공원내,30,044-300-2454,36.589514,127.291527,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 신안리  543,다목적,2,"200,200",신안리 세종이편한세상아파트어린이공원내,30,044-300-2454,36.61647,127.285163,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 서창리 289-1,다목적,2,"200,200",(화)서창리 서창어린이공원내,30,044-300-2454,36.608339,127.293288,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 침산리 280-1,다목적,3,"200,200,200",침산리 제15호어린이공원내(침산어린이집),30,044-300-2454,36.60125,127.288538,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 교리 7-30,다목적,3,"200,200,200",교리 교동초정문옆,30,044-300-2454,36.605116,127.299456,2021-01-01
세종특별자치시,,세종특별자치시 조치원읍 남리 60-5,다목적,4,"200,200,200,200",남리 웰마트옆사거리,30,044-300-2454,36.598302,127.299275,2021-01-01
