가로등위치명,설치대수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5327185,127.2950043,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.47192943,127.2850172,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4852372,127.2657358,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4743078,127.2893307,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4850546,127.2653469,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4734842,127.2872913,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4848538,127.2649359,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4735894,127.2874779,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4847259,127.2646581,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4736857,127.2876532,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4845526,127.2643138,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4737775,127.287837,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4882058,127.2981692,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.47415,127.2887038,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4843792,127.2639583,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4743478,127.2895481,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4842238,127.2636138,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4743945,127.2897598,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5329882,127.2949014,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4744323,127.2899744,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4841051,127.2633582,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4744655,127.290203,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4838622,127.2634274,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4744942,127.2904093,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4842822,127.2643051,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4745174,127.2906119,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4849668,127.2657272,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4711807,127.2846896,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4851312,127.2660716,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4713125,127.2848338,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4880226,127.2985053,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4714194,127.2849837,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4878663,127.2987661,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4715161,127.2851146,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 212-3,1,,세종특별자치시 나성동 212-3,36.4847843,127.2653495,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4716346,127.285245,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.530132,127.2950054,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4717487,127.2853643,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5309799,127.2951429,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4718694,127.2854836,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5312685,127.2951738,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4721346,127.2857197,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.533276,127.2947982,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4722577,127.2858474,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5335635,127.2946393,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4723807,127.2859723,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4877189,127.2990491,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4725038,127.2860943,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4872254,127.29995,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4726314,127.2862164,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4870564,127.3002616,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4727544,127.2863357,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4865862,127.3005776,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4728797,127.2864494,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4867777,127.300277,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4729982,127.2865855,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4872058,127.2994779,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4745525,127.2908342,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.487706,127.2985895,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4740903,127.2885319,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4869199,127.3000073,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4740272,127.2883646,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4879535,127.2981578,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4739505,127.2881945,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4873899,127.299647,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4738716,127.2880272,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5315568,127.29516,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4742659,127.2891245,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5324034,127.295063,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4733612,127.2871049,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5341027,127.2943887,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4719804,127.2855702,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.533842,127.2945028,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-29,1,,세종특별자치시 보람동 700-29,36.4720695,127.2856562,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5304296,127.2950362,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4714216,127.2844123,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5299779,127.2948505,,나트륨,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.47154856,127.2845635,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5299361,127.2954092,,나트륨,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4723285,127.2854318,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 누리리 194-14,1,월산공단로 243,연기면 누리리 194-14,36.5307,127.2950561,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.472469,127.285569,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4878734,127.2982926,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4726117,127.285709,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4880808,127.2979279,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4727521,127.2858407,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 511,1,,세종특별자치시 소담동 511,36.4875477,127.2993523,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4728813,127.285964,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4854086,127.3033616,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4730151,127.2861347,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4852635,127.3036197,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4731443,127.2862804,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4851074,127.3038972,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.473278,127.2864427,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4850704,127.3041296,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4734027,127.2865996,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4848331,127.3044658,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4735139,127.2867759,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4861132,127.3021052,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4736207,127.2869523,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4862492,127.3018473,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4737251,127.2871343,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4859907,127.3016911,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4738228,127.2873219,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4855387,127.3025239,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4740194,127.2876672,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4852753,127.3029978,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4740916,127.2878204,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4851347,127.3032473,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4741662,127.287982,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4849991,127.3034828,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4742385,127.2881491,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4856782,127.3028763,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.474313,127.288319,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4843026,127.3053974,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4743785,127.2884918,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4844615,127.30444,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4748451,127.2908334,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 35-9,1,,세종특별자치시 소담동 35-9,36.4848743,127.3037351,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.473929,127.2875057,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4843324,127.3046645,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4744328,127.2886646,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4842008,127.3049298,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4744803,127.2888318,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4840495,127.3052603,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4745301,127.2890241,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4838978,127.3054848,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4745709,127.2892164,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 27,1,,세종특별자치시 소담동 27,36.4841599,127.3056553,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 700-27,1,,세종특별자치시 보람동 700-27,36.4746027,127.289406,,CDM,044-300-5132,세종특별자치시청,2019-09-19
연기면 세종리 830,1,,연기면 세종리 830,36.5008504,127.2963755,,메탈,044-300-5132,세종특별자치시청,2019-09-19
